"","ccode1","ccode2","year","DR_at_1","DR_at_2","period","dipSym","dipSymNext","time.curr","region1","region2","sameregion","region"
"163540",436,475,1975,3,3,"3","sym","sym",5,3,3,"yes",3
"163541",436,475,1980,3,3,"3","sym","sym",10,3,3,"yes",3
"163542",436,475,1985,3,3,"3","sym","sym",15,3,3,"yes",3
"163543",436,475,1990,3,3,"3","sym","sym",20,3,3,"yes",3
"163544",436,475,1995,3,3,"4","sym","asym",25,3,3,"yes",3
"163545",436,475,2000,1,3,"4","asym","sym",0,3,3,"yes",3
"163550",436,481,1975,3,0,"3","x","x",0,3,3,"yes",3
"163551",436,481,1980,3,0,"3","x","end",5,3,3,"yes",3
"163590",436,490,1975,3,0,"3","x","x",0,3,3,"yes",3
"163591",436,490,1980,3,0,"3","x","end",5,3,3,"yes",3
"163636",436,517,1980,3,0,"3","x","end",0,3,3,"yes",3
"163661",436,530,1975,3,0,"3","x","sym",0,3,3,"yes",3
"163662",436,530,1980,3,3,"3","sym","x",0,3,3,"yes",3
"163663",436,530,1985,0,3,"3","x","x",0,3,3,"yes",3
"163664",436,530,1990,0,3,"3","x","x",5,3,3,"yes",3
"163665",436,530,1995,0,3,"4","x","x",10,3,3,"yes",3
"163666",436,530,2000,0,3,"4","x","x",15,3,3,"yes",3
"163687",436,551,1975,3,0,"3","x","end",0,3,3,"yes",3
"163784",436,600,1975,3,3,"3","sym","sym",0,3,4,"no",13
"163785",436,600,1980,3,3,"3","sym","x",5,3,4,"no",13
"163786",436,600,1985,9,0,"3","x","x",0,3,4,"no",13
"163787",436,600,1990,3,0,"3","x","x",5,3,4,"no",13
"163788",436,600,1995,3,0,"4","x","asym",10,3,4,"no",13
"163789",436,600,2000,3,9,"4","asym","sym",0,3,4,"no",13
"163793",436,615,1975,3,3,"3","sym","sym",0,3,4,"no",13
"163794",436,615,1980,3,3,"3","sym","sym",5,3,4,"no",13
"163795",436,615,1985,3,3,"3","sym","sym",10,3,4,"no",13
"163796",436,615,1990,3,3,"3","sym","sym",15,3,4,"no",13
"163797",436,615,1995,3,3,"4","sym","sym",20,3,4,"no",13
"163798",436,615,2000,3,3,"4","sym","sym",25,3,4,"no",13
"163803",436,616,1975,3,3,"3","sym","x",0,3,4,"no",13
"163804",436,616,1980,0,3,"3","x","x",0,3,4,"no",13
"163806",436,616,1990,3,0,"3","x","x",10,3,4,"no",13
"163807",436,616,1995,3,0,"4","x","end",15,3,4,"no",13
"163811",436,620,1965,9,0,"2","x","x",0,3,4,"no",13
"163812",436,620,1970,3,0,"3","x","asym",5,3,4,"no",13
"163813",436,620,1975,1,3,"3","asym","x",0,3,4,"no",13
"163814",436,620,1980,0,3,"3","x","asym",0,3,4,"no",13
"163815",436,620,1985,9,1,"3","asym","sym",0,3,4,"no",13
"163816",436,620,1990,3,3,"3","sym","sym",0,3,4,"no",13
"163817",436,620,1995,3,3,"4","sym","asym",5,3,4,"no",13
"163818",436,620,2000,1,3,"4","asym","sym",0,3,4,"no",13
"163821",436,625,1965,9,0,"2","x","sym",0,3,3,"yes",3
"163823",436,625,1975,3,3,"3","sym","x",0,3,3,"yes",3
"163824",436,625,1980,0,3,"3","x","x",0,3,3,"yes",3
"163825",436,625,1985,0,3,"3","x","x",5,3,3,"yes",3
"163826",436,625,1990,0,3,"3","x","end",10,3,3,"yes",3
"163836",436,630,1990,1,0,"3","x","x",0,3,4,"no",13
"163837",436,630,1995,1,0,"4","x","x",5,3,4,"no",13
"163838",436,630,2000,1,0,"4","x","x",10,3,4,"no",13
"163843",436,640,1975,3,0,"3","x","sym",0,3,4,"no",13
"163844",436,640,1980,3,3,"3","sym","end",0,3,4,"no",13
"163862",436,651,1970,3,0,"3","x","x",0,3,4,"no",13
"163863",436,651,1975,3,0,"3","x","sym",5,3,4,"no",13
"163864",436,651,1980,3,3,"3","sym","sym",0,3,4,"no",13
"163865",436,651,1985,3,3,"3","sym","sym",5,3,4,"no",13
"163866",436,651,1990,3,3,"3","sym","sym",10,3,4,"no",13
"163867",436,651,1995,3,3,"4","sym","sym",15,3,4,"no",13
"163868",436,651,2000,3,3,"4","sym","sym",20,3,4,"no",13
"163900",436,666,1965,9,0,"2","x","x",0,3,4,"no",13
"163901",436,666,1970,3,0,"3","x","end",5,3,4,"no",13
"163912",436,670,1975,3,3,"3","sym","asym",0,3,4,"no",13
"163913",436,670,1980,1,3,"3","asym","x",0,3,4,"no",13
"163914",436,670,1985,0,3,"3","x","sym",0,3,4,"no",13
"163915",436,670,1990,3,3,"3","sym","asym",0,3,4,"no",13
"163916",436,670,1995,3,9,"4","asym","asym",0,3,4,"no",13
"163917",436,670,2000,3,9,"4","asym","asym",5,3,4,"no",13
"163939",436,690,1985,0,3,"3","x","x",0,3,4,"no",13
"163940",436,690,1990,0,3,"3","x","x",5,3,4,"no",13
"163941",436,690,1995,0,3,"4","x","x",10,3,4,"no",13
"163942",436,690,2000,0,3,"4","x","x",15,3,4,"no",13
"163966",436,698,1980,0,3,"3","x","end",0,3,4,"no",13
"163999",436,710,1970,3,0,"3","x","x",0,3,5,"no",14
"164000",436,710,1975,3,0,"3","x","sym",5,3,5,"no",14
"164001",436,710,1980,3,3,"3","sym","sym",0,3,5,"no",14
"164002",436,710,1985,3,3,"3","sym","sym",5,3,5,"no",14
"164003",436,710,1990,3,3,"3","sym","sym",10,3,5,"no",14
"164005",436,710,2000,3,3,"4","sym","sym",20,3,5,"no",14
"164024",436,713,1995,3,0,"4","x","end",0,3,5,"no",14
"164040",436,732,1975,3,0,"3","x","sym",0,3,5,"no",14
"164041",436,732,1980,3,3,"3","sym","x",0,3,5,"no",14
"164042",436,732,1985,3,0,"3","x","end",0,3,5,"no",14
"164050",436,740,1975,3,0,"3","x","x",0,3,5,"no",14
"164051",436,740,1980,3,0,"3","x","end",5,3,5,"no",14
"164075",436,770,1965,9,0,"2","x","x",0,3,5,"no",14
"164077",436,770,1975,3,0,"3","x","x",10,3,5,"no",14
"164078",436,770,1980,1,0,"3","x","x",15,3,5,"no",14
"164079",436,770,1985,1,0,"3","x","x",20,3,5,"no",14
"164080",436,770,1990,1,0,"3","x","x",25,3,5,"no",14
"164081",436,770,1995,1,0,"4","x","x",30,3,5,"no",14
"164082",436,770,2000,1,0,"4","x","x",35,3,5,"no",14
"165031",437,438,1985,3,1,"3","asym","asym",0,3,3,"yes",3
"165032",437,438,1990,3,1,"3","asym","asym",5,3,3,"yes",3
"165033",437,438,1995,3,1,"4","asym","asym",10,3,3,"yes",3
"165034",437,438,2000,3,1,"4","asym","sym",15,3,3,"yes",3
"165038",437,439,1970,3,0,"3","x","x",0,3,3,"yes",3
"165039",437,439,1975,3,0,"3","x","x",5,3,3,"yes",3
"165040",437,439,1980,3,0,"3","x","x",10,3,3,"yes",3
"165041",437,439,1985,3,0,"3","x","x",15,3,3,"yes",3
"165042",437,439,1990,3,0,"3","x","x",20,3,3,"yes",3
"165043",437,439,1995,3,0,"4","x","sym",25,3,3,"yes",3
"165044",437,439,2000,3,3,"4","sym","sym",0,3,3,"yes",3
"165047",437,450,1965,9,0,"2","x","x",0,3,3,"yes",3
"165048",437,450,1970,3,0,"3","x","sym",5,3,3,"yes",3
"165049",437,450,1975,3,3,"3","sym","sym",0,3,3,"yes",3
"165050",437,450,1980,3,3,"3","sym","sym",5,3,3,"yes",3
"165051",437,450,1985,3,3,"3","sym","sym",10,3,3,"yes",3
"165052",437,450,1990,3,3,"3","sym","asym",15,3,3,"yes",3
"165053",437,450,1995,1,3,"4","asym","asym",0,3,3,"yes",3
"165054",437,450,2000,1,3,"4","asym","sym",5,3,3,"yes",3
"165059",437,451,1980,0,3,"3","x","x",0,3,3,"yes",3
"165060",437,451,1985,0,3,"3","x","x",5,3,3,"yes",3
"165061",437,451,1990,0,3,"3","x","x",10,3,3,"yes",3
"165062",437,451,1995,0,1,"4","x","x",15,3,3,"yes",3
"165063",437,451,2000,0,1,"4","x","end",20,3,3,"yes",3
"165067",437,452,1970,3,3,"3","sym","sym",0,3,3,"yes",3
"165068",437,452,1975,3,3,"3","sym","sym",5,3,3,"yes",3
"165069",437,452,1980,3,3,"3","sym","sym",10,3,3,"yes",3
"165070",437,452,1985,3,3,"3","sym","sym",15,3,3,"yes",3
"165071",437,452,1990,3,3,"3","sym","sym",20,3,3,"yes",3
"165072",437,452,1995,3,3,"4","sym","sym",25,3,3,"yes",3
"165073",437,452,2000,3,3,"4","sym","sym",30,3,3,"yes",3
"165089",437,471,1980,0,3,"3","x","sym",0,3,3,"yes",3
"165090",437,471,1985,3,3,"3","sym","sym",0,3,3,"yes",3
"165091",437,471,1990,3,3,"3","sym","x",5,3,3,"yes",3
"165092",437,471,1995,3,0,"4","x","x",0,3,3,"yes",3
"165093",437,471,2000,3,0,"4","x","sym",5,3,3,"yes",3
"165096",437,475,1965,9,0,"2","x","sym",0,3,3,"yes",3
"165098",437,475,1975,3,3,"3","sym","sym",0,3,3,"yes",3
"165099",437,475,1980,3,3,"3","sym","sym",5,3,3,"yes",3
"165100",437,475,1985,3,3,"3","sym","sym",10,3,3,"yes",3
"165101",437,475,1990,3,3,"3","sym","sym",15,3,3,"yes",3
"165102",437,475,1995,3,3,"4","sym","sym",20,3,3,"yes",3
"165103",437,475,2000,3,3,"4","sym","sym",25,3,3,"yes",3
"165107",437,481,1970,3,0,"3","x","sym",0,3,3,"yes",3
"165108",437,481,1975,3,3,"3","sym","sym",0,3,3,"yes",3
"165109",437,481,1980,3,3,"3","sym","sym",5,3,3,"yes",3
"165110",437,481,1985,3,3,"3","sym","sym",10,3,3,"yes",3
"165111",437,481,1990,3,3,"3","sym","sym",15,3,3,"yes",3
"165112",437,481,1995,3,3,"4","sym","sym",20,3,3,"yes",3
"165113",437,481,2000,3,3,"4","sym","sym",25,3,3,"yes",3
"165118",437,482,1975,0,3,"3","x","sym",0,3,3,"yes",3
"165119",437,482,1980,3,3,"3","sym","sym",0,3,3,"yes",3
"165120",437,482,1985,3,3,"3","sym","sym",5,3,3,"yes",3
"165121",437,482,1990,3,3,"3","sym","sym",10,3,3,"yes",3
"165122",437,482,1995,3,3,"4","sym","x",15,3,3,"yes",3
"165123",437,482,2000,3,0,"4","x","x",0,3,3,"yes",3
"165147",437,490,1970,3,3,"3","sym","sym",0,3,3,"yes",3
"165148",437,490,1975,3,3,"3","sym","sym",5,3,3,"yes",3
"165149",437,490,1980,3,3,"3","sym","sym",10,3,3,"yes",3
"165150",437,490,1985,3,3,"3","sym","sym",15,3,3,"yes",3
"165151",437,490,1990,3,3,"3","sym","sym",20,3,3,"yes",3
"165152",437,490,1995,3,3,"4","sym","sym",25,3,3,"yes",3
"165153",437,490,2000,3,3,"4","sym","sym",30,3,3,"yes",3
"165165",437,501,1970,0,3,"3","x","x",0,3,3,"yes",3
"165166",437,501,1975,0,3,"3","x","x",5,3,3,"yes",3
"165167",437,501,1980,0,3,"3","x","end",10,3,3,"yes",3
"165174",437,510,1970,0,3,"3","x","x",0,3,3,"yes",3
"165175",437,510,1975,0,3,"3","x","x",5,3,3,"yes",3
"165176",437,510,1980,0,3,"3","x","end",10,3,3,"yes",3
"165193",437,517,1975,3,0,"3","x","x",0,3,3,"yes",3
"165194",437,517,1980,3,0,"3","x","x",5,3,3,"yes",3
"165195",437,517,1985,3,0,"3","x","x",10,3,3,"yes",3
"165196",437,517,1990,3,0,"3","x","end",15,3,3,"yes",3
"165218",437,530,1970,3,3,"3","sym","sym",0,3,3,"yes",3
"165219",437,530,1975,3,3,"3","sym","sym",5,3,3,"yes",3
"165220",437,530,1980,3,3,"3","sym","sym",10,3,3,"yes",3
"165221",437,530,1985,3,3,"3","sym","sym",15,3,3,"yes",3
"165222",437,530,1990,3,3,"3","sym","sym",20,3,3,"yes",3
"165223",437,530,1995,3,3,"4","sym","sym",25,3,3,"yes",3
"165224",437,530,2000,3,3,"4","sym","sym",30,3,3,"yes",3
"165232",437,540,1990,0,3,"3","x","sym",0,3,3,"yes",3
"165233",437,540,1995,3,3,"4","sym","sym",0,3,3,"yes",3
"165234",437,540,2000,3,3,"4","sym","sym",5,3,3,"yes",3
"165244",437,551,1970,3,0,"3","x","x",0,3,3,"yes",3
"165245",437,551,1975,3,0,"3","x","x",5,3,3,"yes",3
"165246",437,551,1980,3,0,"3","x","end",10,3,3,"yes",3
"165277",437,560,1995,0,9,"4","x","sym",0,3,3,"yes",3
"165278",437,560,2000,3,3,"4","sym","x",0,3,3,"yes",3
"165285",437,570,1975,3,0,"3","x","end",0,3,3,"yes",3
"165340",437,600,1965,9,0,"2","x","sym",0,3,4,"no",13
"165341",437,600,1970,3,3,"3","sym","sym",0,3,4,"no",13
"165342",437,600,1975,3,3,"3","sym","sym",5,3,4,"no",13
"165343",437,600,1980,3,3,"3","sym","sym",10,3,4,"no",13
"165344",437,600,1985,3,3,"3","sym","sym",15,3,4,"no",13
"165345",437,600,1990,3,3,"3","sym","sym",20,3,4,"no",13
"165346",437,600,1995,3,3,"4","sym","sym",25,3,4,"no",13
"165347",437,600,2000,3,3,"4","sym","sym",30,3,4,"no",13
"165350",437,615,1970,3,3,"3","sym","sym",0,3,4,"no",13
"165351",437,615,1975,3,3,"3","sym","sym",5,3,4,"no",13
"165352",437,615,1980,3,3,"3","sym","sym",10,3,4,"no",13
"165353",437,615,1985,3,3,"3","sym","sym",15,3,4,"no",13
"165354",437,615,1990,3,3,"3","sym","sym",20,3,4,"no",13
"165355",437,615,1995,3,3,"4","sym","sym",25,3,4,"no",13
"165356",437,615,2000,3,3,"4","sym","sym",30,3,4,"no",13
"165360",437,616,1970,3,3,"3","sym","sym",0,3,4,"no",13
"165361",437,616,1975,3,3,"3","sym","sym",5,3,4,"no",13
"165362",437,616,1980,3,3,"3","sym","sym",10,3,4,"no",13
"165363",437,616,1985,3,3,"3","sym","sym",15,3,4,"no",13
"165364",437,616,1990,3,3,"3","sym","sym",20,3,4,"no",13
"165365",437,616,1995,3,3,"4","sym","sym",25,3,4,"no",13
"165366",437,616,2000,3,3,"4","sym","sym",30,3,4,"no",13
"165375",437,620,1995,1,0,"4","x","x",0,3,4,"no",13
"165381",437,625,1975,3,0,"3","x","x",0,3,3,"yes",3
"165382",437,625,1980,1,0,"3","x","end",5,3,3,"yes",3
"165392",437,630,1980,1,3,"3","asym","sym",0,3,4,"no",13
"165393",437,630,1985,1,1,"3","sym","end",0,3,4,"no",13
"165420",437,651,1970,3,0,"3","x","x",0,3,4,"no",13
"165421",437,651,1975,3,0,"3","x","sym",5,3,4,"no",13
"165422",437,651,1980,3,3,"3","sym","sym",0,3,4,"no",13
"165423",437,651,1985,3,3,"3","sym","sym",5,3,4,"no",13
"165424",437,651,1990,3,3,"3","sym","sym",10,3,4,"no",13
"165425",437,651,1995,3,3,"4","sym","sym",15,3,4,"no",13
"165426",437,651,2000,3,3,"4","sym","sym",20,3,4,"no",13
"165428",437,652,1965,9,0,"2","x","end",0,3,4,"no",13
"165439",437,660,1970,3,3,"3","sym","sym",0,3,4,"no",13
"165440",437,660,1975,3,3,"3","sym","sym",5,3,4,"no",13
"165441",437,660,1980,3,3,"3","sym","sym",10,3,4,"no",13
"165442",437,660,1985,3,3,"3","sym","x",15,3,4,"no",13
"165443",437,660,1990,3,0,"3","x","x",0,3,4,"no",13
"165444",437,660,1995,3,0,"4","x","x",5,3,4,"no",13
"165445",437,660,2000,3,0,"4","x","x",10,3,4,"no",13
"165458",437,666,1965,9,0,"2","x","sym",0,3,4,"no",13
"165459",437,666,1970,3,3,"3","sym","sym",0,3,4,"no",13
"165463",437,666,1990,3,3,"3","sym","sym",20,3,4,"no",13
"165464",437,666,1995,3,3,"4","sym","sym",25,3,4,"no",13
"165465",437,666,2000,3,3,"4","sym","sym",30,3,4,"no",13
"165472",437,670,1985,3,0,"3","x","x",0,3,4,"no",13
"165474",437,670,1995,0,9,"4","x","x",10,3,4,"no",13
"165475",437,670,2000,0,3,"4","x","sym",15,3,4,"no",13
"165560",437,710,1985,3,3,"3","sym","sym",0,3,5,"no",14
"165561",437,710,1990,3,3,"3","sym","sym",5,3,5,"no",14
"165562",437,710,1995,3,3,"4","sym","sym",10,3,5,"no",14
"165563",437,710,2000,3,3,"4","sym","sym",15,3,5,"no",14
"165577",437,713,1970,3,0,"3","x","sym",0,3,5,"no",14
"165578",437,713,1975,3,3,"3","sym","sym",0,3,5,"no",14
"165579",437,713,1980,3,3,"3","sym","end",5,3,5,"no",14
"165591",437,731,1990,3,0,"3","x","end",0,3,5,"no",14
"165597",437,732,1970,3,0,"3","x","sym",0,3,5,"no",14
"165598",437,732,1975,3,3,"3","sym","sym",0,3,5,"no",14
"165599",437,732,1980,3,3,"3","sym","x",5,3,5,"no",14
"165600",437,732,1985,3,0,"3","x","x",0,3,5,"no",14
"165601",437,732,1990,3,0,"3","x","x",5,3,5,"no",14
"165602",437,732,1995,3,0,"4","x","x",10,3,5,"no",14
"165603",437,732,2000,0,3,"4","x","sym",15,3,5,"no",14
"165607",437,740,1970,3,3,"3","sym","sym",0,3,5,"no",14
"165608",437,740,1975,3,3,"3","sym","sym",5,3,5,"no",14
"165609",437,740,1980,3,3,"3","sym","sym",10,3,5,"no",14
"165610",437,740,1985,3,3,"3","sym","sym",15,3,5,"no",14
"165611",437,740,1990,3,3,"3","sym","sym",20,3,5,"no",14
"165612",437,740,1995,3,3,"4","sym","sym",25,3,5,"no",14
"165613",437,740,2000,3,3,"4","sym","sym",30,3,5,"no",14
"165616",437,750,1965,9,0,"2","x","x",0,3,5,"no",14
"165618",437,750,1975,3,0,"3","x","x",10,3,5,"no",14
"165619",437,750,1980,3,0,"3","x","x",15,3,5,"no",14
"165620",437,750,1985,3,0,"3","x","x",20,3,5,"no",14
"165621",437,750,1990,3,0,"3","x","x",25,3,5,"no",14
"165622",437,750,1995,3,0,"4","x","x",30,3,5,"no",14
"165623",437,750,2000,3,0,"4","x","x",35,3,5,"no",14
"165635",437,770,1975,3,0,"3","x","x",0,3,5,"no",14
"165636",437,770,1980,3,0,"3","x","end",5,3,5,"no",14
"165642",437,771,1975,3,0,"3","x","end",0,3,5,"no",14
"165691",437,800,1975,3,0,"3","x","x",0,3,5,"no",14
"165692",437,800,1980,3,0,"3","x","x",5,3,5,"no",14
"165720",437,816,1970,3,0,"3","x","end",0,3,5,"no",14
"165729",437,817,1965,9,0,"2","x","end",0,3,5,"no",14
"166604",438,450,1960,9,0,"2","x","x",0,3,3,"yes",3
"166605",438,450,1965,9,0,"2","x","x",5,3,3,"yes",3
"166606",438,450,1970,3,0,"3","x","sym",10,3,3,"yes",3
"166607",438,450,1975,3,3,"3","sym","sym",0,3,3,"yes",3
"166608",438,450,1980,3,3,"3","sym","sym",5,3,3,"yes",3
"166609",438,450,1985,3,3,"3","sym","asym",10,3,3,"yes",3
"166610",438,450,1990,1,3,"3","asym","asym",0,3,3,"yes",3
"166611",438,450,1995,1,3,"4","asym","x",5,3,3,"yes",3
"166612",438,450,2000,1,0,"4","x","asym",0,3,3,"yes",3
"166614",438,451,1965,9,0,"2","x","sym",0,3,3,"yes",3
"166615",438,451,1970,3,3,"3","sym","sym",0,3,3,"yes",3
"166616",438,451,1975,3,3,"3","sym","sym",5,3,3,"yes",3
"166617",438,451,1980,3,3,"3","sym","sym",10,3,3,"yes",3
"166618",438,451,1985,3,3,"3","sym","sym",15,3,3,"yes",3
"166619",438,451,1990,3,3,"3","sym","sym",20,3,3,"yes",3
"166620",438,451,1995,3,3,"4","sym","sym",25,3,3,"yes",3
"166621",438,451,2000,3,3,"4","sym","sym",30,3,3,"yes",3
"166623",438,452,1960,9,0,"2","x","x",0,3,3,"yes",3
"166626",438,452,1975,3,0,"3","x","sym",15,3,3,"yes",3
"166627",438,452,1980,3,3,"3","sym","sym",0,3,3,"yes",3
"166628",438,452,1985,3,3,"3","sym","sym",5,3,3,"yes",3
"166629",438,452,1990,3,3,"3","sym","sym",10,3,3,"yes",3
"166630",438,452,1995,3,3,"4","sym","sym",15,3,3,"yes",3
"166631",438,452,2000,3,3,"4","sym","sym",20,3,3,"yes",3
"166636",438,461,1975,0,3,"3","x","x",0,3,3,"yes",3
"166641",438,461,2000,0,9,"4","x","x",25,3,3,"yes",3
"166646",438,471,1975,0,3,"3","x","x",0,3,3,"yes",3
"166647",438,471,1980,0,3,"3","x","end",5,3,3,"yes",3
"166654",438,475,1965,9,0,"2","x","asym",0,3,3,"yes",3
"166655",438,475,1970,3,1,"3","asym","sym",0,3,3,"yes",3
"166656",438,475,1975,3,3,"3","sym","sym",0,3,3,"yes",3
"166657",438,475,1980,3,3,"3","sym","sym",5,3,3,"yes",3
"166658",438,475,1985,3,3,"3","sym","sym",10,3,3,"yes",3
"166659",438,475,1990,3,3,"3","sym","sym",15,3,3,"yes",3
"166660",438,475,1995,3,3,"4","sym","sym",20,3,3,"yes",3
"166661",438,475,2000,3,3,"4","sym","sym",25,3,3,"yes",3
"166667",438,481,1980,0,3,"3","x","x",0,3,3,"yes",3
"166669",438,481,1990,0,1,"3","x","x",10,3,3,"yes",3
"166670",438,481,1995,0,1,"4","x","x",15,3,3,"yes",3
"166671",438,481,2000,0,1,"4","x","x",20,3,3,"yes",3
"166687",438,483,1980,0,3,"3","x","end",0,3,3,"yes",3
"166695",438,484,1970,0,3,"3","x","x",0,3,3,"yes",3
"166696",438,484,1975,0,3,"3","x","sym",5,3,3,"yes",3
"166697",438,484,1980,3,3,"3","sym","sym",0,3,3,"yes",3
"166698",438,484,1985,3,3,"3","sym","sym",5,3,3,"yes",3
"166699",438,484,1990,3,3,"3","sym","x",10,3,3,"yes",3
"166700",438,484,1995,0,3,"4","x","x",0,3,3,"yes",3
"166701",438,484,2000,0,9,"4","x","x",5,3,3,"yes",3
"166706",438,490,1975,0,3,"3","x","asym",0,3,3,"yes",3
"166707",438,490,1980,1,3,"3","asym","sym",0,3,3,"yes",3
"166708",438,490,1985,3,3,"3","sym","sym",0,3,3,"yes",3
"166709",438,490,1990,3,3,"3","sym","sym",5,3,3,"yes",3
"166710",438,490,1995,3,3,"4","sym","x",10,3,3,"yes",3
"166711",438,490,2000,3,0,"4","x","x",0,3,3,"yes",3
"166714",438,500,1970,0,3,"3","x","x",0,3,3,"yes",3
"166715",438,500,1975,0,3,"3","x","x",5,3,3,"yes",3
"166716",438,500,1980,0,3,"3","x","end",10,3,3,"yes",3
"166724",438,501,1975,3,3,"3","sym","x",0,3,3,"yes",3
"166725",438,501,1980,0,3,"3","x","x",0,3,3,"yes",3
"166726",438,501,1985,0,3,"3","x","end",5,3,3,"yes",3
"166732",438,510,1970,0,3,"3","x","x",0,3,3,"yes",3
"166733",438,510,1975,0,3,"3","x","sym",5,3,3,"yes",3
"166734",438,510,1980,3,3,"3","sym","sym",0,3,3,"yes",3
"166735",438,510,1985,3,3,"3","sym","sym",5,3,3,"yes",3
"166736",438,510,1990,3,3,"3","sym","sym",10,3,3,"yes",3
"166737",438,510,1995,3,3,"4","sym","sym",15,3,3,"yes",3
"166738",438,510,2000,3,3,"4","sym","x",20,3,3,"yes",3
"166742",438,516,1975,0,3,"3","x","x",0,3,3,"yes",3
"166743",438,516,1980,0,3,"3","x","end",5,3,3,"yes",3
"166752",438,517,1980,3,3,"3","sym","end",0,3,3,"yes",3
"166776",438,530,1970,0,3,"3","x","x",0,3,3,"yes",3
"166777",438,530,1975,0,3,"3","x","sym",5,3,3,"yes",3
"166778",438,530,1980,3,3,"3","sym","x",0,3,3,"yes",3
"166779",438,530,1985,0,3,"3","x","x",0,3,3,"yes",3
"166780",438,530,1990,0,3,"3","x","x",5,3,3,"yes",3
"166781",438,530,1995,0,3,"4","x","x",10,3,3,"yes",3
"166782",438,530,2000,0,3,"4","x","x",15,3,3,"yes",3
"166788",438,540,1980,0,3,"3","x","x",0,3,3,"yes",3
"166790",438,540,1990,0,9,"3","x","x",10,3,3,"yes",3
"166791",438,540,1995,0,9,"4","x","x",15,3,3,"yes",3
"166792",438,540,2000,0,9,"4","x","x",20,3,3,"yes",3
"166795",438,541,1980,0,3,"3","x","x",0,3,3,"yes",3
